"","d1","d2","d3","d4","d5","d6","d7","d8","d9","d10","d11","d12","d13","d14","d15","d16","class"
"17254",4,8,4,6,3,1,11,3,4,11,11,8,0,8,2,7,"F"
"17255",11,15,11,8,6,7,10,4,5,4,5,10,10,11,2,7,"M"
"17256",3,6,4,4,2,8,7,5,8,5,6,8,0,8,9,8,"S"
"17257",6,8,8,6,8,8,9,6,4,7,7,8,6,9,6,7,"M"
"17258",4,6,5,4,3,5,9,5,6,6,9,10,3,9,1,7,"U"
"17259",5,12,5,6,3,9,3,3,5,11,4,11,2,8,5,9,"L"
"17260",5,8,7,6,6,9,7,6,5,6,7,4,10,7,4,5,"M"
"17261",1,0,1,1,0,1,1,5,5,0,1,6,0,8,0,8,"L"
"17262",1,3,1,2,0,7,7,1,7,7,6,9,0,8,2,8,"I"
"17263",6,8,7,6,3,3,9,6,8,12,12,9,3,9,1,7,"U"
"17264",1,2,1,4,1,7,7,1,7,7,6,8,0,8,2,8,"I"
"17265",5,11,7,8,4,5,8,2,8,10,11,10,3,8,4,5,"X"
"17266",4,10,6,7,2,5,4,3,2,5,1,7,3,7,3,7,"A"
"17267",7,7,10,5,7,5,7,3,5,10,10,10,11,8,4,8,"M"
"17268",3,9,4,7,1,12,2,10,4,13,6,13,1,6,0,8,"J"
"17269",4,8,5,6,5,7,6,6,5,7,7,10,7,5,2,8,"M"
"17270",4,7,5,5,5,7,7,7,4,6,6,9,2,8,7,4,"A"
"17271",4,7,7,5,4,4,6,4,4,11,11,11,6,6,2,7,"M"
"17272",1,5,2,4,1,7,7,0,7,13,6,8,0,8,1,8,"I"
"17273",4,9,6,7,4,10,7,3,5,12,4,5,3,8,4,9,"P"
"17274",3,6,4,4,1,6,7,6,9,6,6,13,1,7,4,8,"C"
"17275",3,5,4,4,2,4,10,2,7,11,11,6,1,11,2,5,"Y"
"17276",6,9,6,4,3,7,6,4,4,9,9,5,3,10,4,4,"Y"
"17277",4,4,6,6,3,6,8,9,8,7,6,6,3,8,4,8,"O"
"17278",6,9,6,4,4,9,5,4,8,11,4,9,3,6,6,9,"Z"
"17279",4,5,4,6,3,6,10,10,4,7,4,8,3,7,5,10,"R"
"17280",2,4,4,3,2,7,3,2,7,8,2,10,0,7,2,8,"L"
"17281",1,0,2,1,0,7,7,11,0,5,6,8,4,8,0,8,"N"
"17282",3,7,5,5,3,7,10,3,5,13,5,3,1,10,3,9,"P"
"17283",3,6,4,4,3,8,5,7,4,6,6,8,3,8,3,8,"Q"
"17284",5,9,7,6,6,4,9,3,6,10,10,9,4,9,4,5,"H"
"17285",8,12,6,9,4,10,6,2,5,12,5,7,2,10,6,12,"J"
"17286",7,14,7,8,5,6,7,2,9,12,7,8,4,6,7,6,"Z"
"17287",4,6,5,5,5,10,7,5,5,7,6,9,4,8,8,11,"S"
"17288",8,10,8,5,4,9,8,4,5,8,3,5,6,7,4,8,"H"
"17289",3,9,4,6,3,7,7,6,11,6,6,8,1,8,8,8,"Z"
"17290",10,10,10,5,4,2,10,4,2,11,12,8,8,10,0,7,"W"
"17291",3,8,5,6,4,10,6,3,6,10,3,5,3,8,3,8,"D"
"17292",6,8,8,11,12,8,9,4,2,7,8,9,4,11,9,8,"Y"
"17293",3,6,4,4,4,8,10,5,4,8,5,6,3,9,7,7,"S"
"17294",5,10,8,8,8,10,6,2,5,9,5,6,5,9,4,7,"F"
"17295",2,2,1,3,1,7,7,1,8,7,6,8,0,8,3,8,"I"
"17296",6,10,9,8,12,8,8,4,4,6,7,8,10,5,9,8,"U"
"17297",5,11,4,6,3,5,9,4,4,9,7,9,3,9,8,8,"C"
"17298",1,1,2,2,1,6,10,4,4,10,8,5,1,9,3,7,"F"
"17299",3,7,4,5,2,5,8,6,7,11,8,13,1,9,3,8,"C"
"17300",2,9,2,7,2,7,7,0,9,7,6,8,0,8,3,8,"I"
"17301",8,9,9,7,5,5,6,6,9,8,6,8,5,9,5,2,"U"
"17302",5,5,5,8,2,4,6,9,2,7,7,11,4,7,3,11,"K"
"17303",5,9,6,6,5,7,6,3,5,6,6,9,3,7,10,9,"X"
"17304",4,7,5,5,2,5,8,7,10,6,7,11,1,7,4,8,"C"
"17305",3,1,4,2,2,8,7,3,9,6,6,8,3,8,6,8,"X"
"17306",1,3,3,2,1,8,9,2,5,13,5,5,1,9,2,9,"F"
"17307",10,13,12,8,6,10,2,2,2,9,3,9,7,2,1,9,"M"
"17308",2,1,4,3,2,9,10,3,2,6,9,7,5,11,0,8,"W"
"17309",2,7,3,5,1,8,6,0,7,13,6,9,0,8,1,8,"I"
"17310",2,1,3,2,2,7,7,6,6,7,6,8,3,8,4,8,"H"
"17311",4,4,5,6,3,7,5,6,9,6,6,11,0,9,9,8,"S"
"17312",4,8,6,9,7,7,8,4,4,7,6,7,5,9,10,8,"F"
"17313",6,9,6,5,4,12,4,3,5,10,3,8,3,9,6,12,"Q"
"17314",6,11,6,6,4,4,9,1,3,9,9,8,8,12,1,6,"W"
"17315",4,3,4,4,2,5,11,8,3,7,4,8,2,7,6,11,"R"
"17316",1,9,0,6,1,7,7,5,3,7,6,8,0,8,0,8,"I"
"17317",4,9,6,6,5,7,7,3,9,5,6,8,3,8,6,8,"X"
"17318",4,6,6,4,4,9,7,3,5,11,4,5,2,9,4,9,"P"
"17319",1,0,1,1,0,5,7,7,5,6,6,6,2,8,2,8,"D"
"17320",2,4,4,3,2,7,8,2,9,11,7,7,1,8,6,6,"Z"
"17321",2,3,3,2,2,8,7,2,5,10,5,7,2,8,3,9,"B"
"17322",2,5,4,3,3,9,7,2,6,10,5,6,2,8,5,9,"B"
"17323",4,6,5,8,7,10,9,5,3,6,7,8,6,11,7,5,"Y"
"17324",4,9,6,6,2,8,4,3,2,7,1,8,3,6,3,8,"A"
"17325",2,1,2,2,1,6,10,5,5,10,9,5,1,9,3,6,"F"
"17326",3,7,4,5,4,9,6,5,4,6,7,6,7,5,2,6,"M"
"17327",7,14,5,8,5,6,6,4,4,10,9,12,4,9,9,8,"C"
"17328",6,9,9,7,4,7,8,3,5,10,6,7,6,9,1,7,"N"
"17329",6,8,8,6,5,5,14,6,2,12,6,2,1,10,3,7,"P"
"17330",4,2,5,4,3,8,7,8,5,7,6,8,2,8,3,8,"O"
"17331",4,8,5,6,4,7,8,7,4,10,7,9,3,8,3,7,"O"
"17332",5,8,7,6,6,10,6,3,6,10,4,7,3,8,5,10,"B"
"17333",6,8,8,6,7,7,10,6,5,6,6,8,5,6,7,7,"G"
"17334",3,10,4,7,4,8,6,8,6,7,8,10,2,10,9,7,"S"
"17335",6,10,6,5,3,9,5,2,8,11,5,9,2,9,5,9,"Z"
"17336",8,11,11,8,6,10,6,4,7,11,1,7,6,8,5,10,"H"
"17337",4,7,5,8,5,9,7,7,3,5,7,10,3,8,6,10,"Q"
"17338",3,7,4,5,3,9,3,1,7,9,2,10,0,6,2,10,"L"
"17339",4,6,5,4,3,9,5,3,8,11,4,9,2,7,6,10,"Z"
"17340",3,3,4,5,3,8,7,7,3,5,6,9,3,8,5,9,"Q"
"17341",2,5,3,6,3,9,10,6,1,3,7,11,2,10,5,11,"Q"
"17342",6,8,6,6,4,4,9,1,8,11,10,6,1,10,2,4,"Y"
"17343",1,0,1,0,0,3,12,4,2,11,8,5,0,8,2,7,"F"
"17344",3,7,4,5,4,8,6,5,4,7,7,8,7,5,2,7,"M"
"17345",2,1,3,1,1,7,5,11,5,7,14,8,3,10,0,8,"U"
"17346",3,4,3,5,1,1,12,5,4,11,10,7,0,8,3,6,"F"
"17347",4,9,6,6,7,7,8,6,7,7,5,8,3,8,3,8,"H"
"17348",4,10,6,8,5,7,9,3,5,12,7,6,2,9,2,7,"F"
"17349",6,8,6,6,3,3,12,4,4,10,12,7,2,10,1,8,"V"
"17350",3,4,5,3,2,7,8,1,8,10,7,8,2,8,3,7,"X"
"17351",1,3,0,2,0,7,7,1,7,7,6,8,0,8,2,8,"I"
"17352",5,9,4,4,2,9,6,4,4,11,4,10,3,8,6,11,"E"
"17353",6,9,8,8,9,7,7,5,4,7,7,10,9,12,11,12,"E"
"17354",4,8,6,6,4,5,8,5,8,11,10,9,3,8,5,5,"E"
"17355",4,6,6,4,3,6,7,3,8,7,6,11,0,8,4,8,"I"
"17356",3,9,4,7,3,8,7,4,4,7,6,9,2,8,4,8,"X"
"17357",5,7,7,5,5,7,7,2,6,10,6,8,3,8,3,7,"H"
"17358",2,1,3,2,1,7,9,5,6,7,10,9,3,9,0,8,"U"
"17359",8,10,11,8,9,5,8,3,7,10,10,9,7,11,6,6,"H"
"17360",5,8,7,6,8,8,5,4,4,9,6,10,4,8,9,9,"S"
"17361",4,10,5,8,3,8,7,9,7,7,6,8,3,8,4,8,"O"
"17362",6,7,6,9,5,7,10,5,3,7,10,11,4,10,7,8,"Q"
"17363",6,11,7,8,6,7,8,3,13,9,6,8,0,8,8,7,"Z"
"17364",3,5,4,4,3,7,8,5,5,7,7,6,5,9,2,6,"N"
"17365",1,0,2,1,0,7,7,2,10,8,6,8,0,8,6,8,"Z"
"17366",0,8,0,5,0,7,7,4,4,7,6,8,0,8,0,8,"I"
"17367",5,11,5,6,4,11,5,4,6,10,4,7,4,9,6,12,"Q"
"17368",9,12,8,7,3,6,5,4,6,3,8,6,6,7,2,7,"U"
"17369",6,8,6,6,3,5,14,5,6,12,9,2,2,12,2,4,"T"
"17370",4,9,5,6,2,6,8,7,10,4,6,14,1,7,4,9,"C"
"17371",1,5,2,3,1,7,7,0,7,13,6,8,0,8,1,8,"I"
"17372",7,8,5,11,5,8,5,5,5,11,7,8,3,9,10,7,"Z"
"17373",1,5,0,7,0,7,7,4,4,7,6,8,0,8,0,8,"I"
"17374",3,5,4,3,2,6,7,7,7,8,7,14,2,9,4,10,"C"
"17375",9,10,8,8,4,3,10,4,7,13,12,6,2,11,3,6,"Y"
"17376",7,9,5,4,3,9,7,6,4,7,9,7,7,12,3,7,"V"
"17377",5,11,6,8,4,6,9,10,5,6,5,8,3,8,6,11,"R"
"17378",4,8,6,6,5,8,4,8,5,6,6,8,3,8,3,8,"Q"
"17379",2,1,2,2,1,6,8,6,7,8,7,13,1,9,3,10,"C"
"17380",9,10,13,8,10,3,8,4,5,10,11,11,12,8,6,6,"M"
"17381",5,12,5,6,4,10,5,4,6,11,4,8,3,8,8,11,"Q"
"17382",3,3,4,1,1,4,10,2,7,10,10,5,1,10,3,4,"Y"
"17383",3,5,5,4,4,6,8,5,6,8,8,8,3,10,6,7,"T"
"17384",5,11,5,8,3,3,8,6,12,7,6,15,0,8,7,6,"E"
"17385",4,7,5,5,4,6,8,8,5,5,6,11,4,9,5,5,"U"
"17386",4,7,6,5,3,7,7,2,10,11,6,8,1,8,6,8,"Z"
"17387",5,9,6,7,6,7,7,4,6,6,5,7,3,7,5,9,"R"
"17388",6,11,8,8,4,5,8,5,2,7,8,8,9,9,0,8,"W"
"17389",5,7,7,8,6,9,8,5,5,6,5,8,3,8,9,7,"I"
"17390",2,3,3,1,2,5,10,4,2,9,8,7,5,10,1,6,"W"
"17391",3,7,6,5,5,8,8,1,4,9,6,6,3,10,4,4,"F"
"17392",3,5,5,4,3,5,8,1,6,10,8,10,3,8,3,8,"K"
"17393",4,8,4,6,3,7,7,6,7,11,6,10,2,10,4,9,"G"
"17394",3,8,6,6,3,5,9,2,6,8,12,10,2,11,2,7,"Y"
"17395",2,1,2,2,1,7,8,6,4,7,6,7,4,8,1,7,"N"
"17396",6,10,8,7,8,8,8,7,5,7,5,8,5,9,7,12,"R"
"17397",5,8,8,6,6,11,5,2,6,10,3,7,5,7,6,12,"B"
"17398",2,4,4,3,2,8,8,3,5,9,4,7,2,6,3,10,"R"
"17399",1,3,2,1,1,8,7,1,8,11,6,8,1,8,5,8,"Z"
"17400",6,11,8,8,6,4,7,2,7,10,10,12,3,8,4,7,"K"
"17401",3,5,5,3,2,7,9,2,6,13,6,5,4,9,3,7,"F"
"17402",3,2,4,4,3,7,9,5,4,7,7,7,5,9,2,6,"N"
"17403",2,0,2,1,0,2,1,6,5,0,2,4,0,8,0,8,"L"
"17404",2,1,2,2,1,5,11,5,3,10,7,3,0,9,3,6,"P"
"17405",4,4,5,7,2,7,7,8,8,6,6,11,1,8,5,11,"G"
"17406",4,11,6,8,7,8,7,2,8,7,6,8,0,8,9,8,"Z"
"17407",1,0,1,0,0,8,7,6,2,6,6,9,2,8,2,8,"Q"
"17408",1,1,2,1,0,7,7,4,4,7,6,8,2,8,4,7,"X"
"17409",1,0,2,1,0,7,9,1,2,6,12,8,1,10,0,8,"Y"
"17410",4,6,6,4,3,7,9,3,6,13,6,5,2,9,2,7,"F"
"17411",5,9,8,7,9,5,7,3,2,7,6,5,3,8,9,2,"S"
"17412",12,13,9,8,4,7,9,6,4,12,3,4,5,10,5,8,"P"
"17413",4,10,5,8,2,7,7,4,14,10,6,8,0,8,8,8,"Z"
"17414",6,10,8,5,3,12,4,5,3,13,1,7,5,7,0,8,"N"
"17415",8,12,8,6,5,8,5,2,8,12,6,10,3,7,7,8,"Z"
"17416",4,9,6,6,6,7,6,5,4,6,6,7,7,6,8,12,"K"
"17417",1,3,1,2,1,7,7,1,7,7,6,8,0,8,2,8,"I"
"17418",5,9,6,6,3,7,10,15,2,7,3,8,3,8,0,8,"H"
"17419",0,4,0,6,0,7,7,4,4,7,6,8,0,8,0,8,"I"
"17420",7,12,7,7,5,9,6,4,7,10,5,7,6,8,8,6,"D"
"17421",3,7,5,5,6,8,6,5,2,7,6,8,8,9,5,10,"O"
"17422",2,8,3,6,2,14,4,4,4,13,2,8,0,7,0,8,"J"
"17423",2,3,2,2,1,7,7,6,6,7,6,4,2,8,3,6,"D"
"17424",3,7,5,5,3,6,11,4,6,8,11,8,2,12,1,7,"T"
"17425",3,9,5,6,1,7,8,4,3,7,14,8,3,9,0,8,"V"
"17426",4,10,5,8,7,6,8,8,5,7,5,7,2,8,7,9,"B"
"17427",2,8,3,6,1,13,3,8,4,14,3,11,0,7,0,8,"J"
"17428",5,10,7,7,4,8,9,2,7,14,5,4,3,9,4,9,"P"
"17429",6,10,7,7,5,8,6,8,6,10,6,9,4,8,5,5,"O"
"17430",6,11,6,8,4,6,7,7,6,9,8,11,3,7,6,8,"G"
"17431",3,7,5,5,4,8,6,5,4,6,8,7,2,8,8,4,"Y"
"17432",2,4,3,3,1,6,8,7,7,8,8,13,1,10,4,10,"C"
"17433",7,11,8,8,5,3,9,2,7,9,11,7,2,11,3,5,"Y"
"17434",5,7,7,11,10,8,11,3,3,6,8,9,4,11,11,7,"Y"
"17435",5,11,6,8,9,7,5,4,4,7,5,11,7,8,9,14,"G"
"17436",1,3,0,2,0,7,7,1,7,7,6,8,0,8,2,8,"I"
"17437",3,2,3,4,3,7,7,5,8,7,6,8,2,8,6,9,"E"
"17438",2,4,2,2,1,8,12,3,5,6,10,8,2,11,1,8,"T"
"17439",4,9,5,7,2,5,7,7,10,7,7,12,1,8,4,8,"C"
"17440",11,14,10,8,5,8,7,4,5,9,6,7,7,10,5,9,"H"
"17441",4,10,6,8,7,7,7,5,4,7,6,7,7,6,8,13,"K"
"17442",3,8,4,6,2,7,7,4,13,9,6,8,0,8,8,8,"Z"
"17443",8,13,8,7,5,6,6,4,5,6,7,8,5,6,3,7,"U"
"17444",3,5,5,4,2,10,2,2,2,9,2,9,2,6,2,8,"A"
"17445",4,9,6,7,6,5,6,4,7,6,6,10,3,8,6,10,"K"
"17446",3,6,4,5,3,9,8,7,4,5,7,10,2,8,4,9,"Q"
"17447",3,6,4,4,2,8,6,11,1,6,9,8,7,6,0,8,"M"
"17448",6,10,8,7,4,5,13,2,6,13,6,2,1,10,2,6,"F"
"17449",4,5,5,4,4,7,7,6,6,7,6,8,3,8,3,7,"H"
"17450",3,8,5,6,2,8,10,2,2,6,12,8,1,11,0,8,"Y"
"17451",1,3,2,2,1,8,7,6,5,7,6,7,2,8,8,8,"S"
"17452",3,9,5,6,1,7,10,3,2,7,13,8,2,11,0,8,"Y"
"17453",4,8,6,6,5,8,5,1,6,10,4,9,3,8,4,10,"K"
"17454",3,9,5,6,1,7,11,1,3,7,12,8,1,10,0,8,"Y"
"17455",3,6,5,4,2,7,4,5,3,13,9,14,1,6,1,6,"J"
"17456",5,11,7,8,4,7,7,5,2,7,8,8,9,9,0,8,"W"
"17457",4,7,6,6,4,8,4,3,4,9,3,8,3,7,4,9,"O"
"17458",11,15,9,8,4,7,10,5,5,4,5,11,6,11,2,6,"N"
"17459",7,12,7,6,5,9,6,4,7,11,5,8,4,8,9,10,"Q"
"17460",4,10,4,7,3,3,8,6,11,7,5,15,0,8,7,7,"E"
"17461",3,4,5,6,5,8,9,3,2,7,8,6,5,10,5,5,"P"
"17462",6,8,8,6,4,3,9,3,7,11,11,11,4,7,4,5,"K"
"17463",7,15,6,8,4,10,4,4,7,10,4,8,3,9,7,13,"Q"
"17464",5,8,7,11,12,7,11,5,0,9,7,6,5,10,6,8,"P"
"17465",3,8,4,6,3,9,6,5,10,7,5,6,1,7,8,8,"Z"
"17466",6,10,7,8,4,8,7,4,8,11,6,7,2,8,5,8,"S"
"17467",3,7,3,4,2,3,13,7,2,11,6,3,1,10,4,8,"P"
"17468",4,4,4,6,2,7,5,13,5,7,14,8,3,9,0,8,"U"
"17469",3,2,4,4,2,7,7,5,10,6,6,8,1,8,7,8,"Z"
"17470",4,7,6,6,4,8,5,3,4,8,3,7,3,7,5,9,"O"
"17471",3,7,5,5,4,8,8,5,5,9,6,4,3,8,3,7,"D"
"17472",4,6,4,8,5,8,5,6,4,9,5,9,3,8,5,7,"Q"
"17473",4,8,4,5,2,5,12,8,4,7,3,9,3,7,6,11,"R"
"17474",3,5,6,4,3,11,1,2,2,9,2,9,3,7,3,9,"A"
"17475",2,2,4,4,2,8,2,2,2,8,2,8,2,6,3,7,"A"
"17476",3,4,4,2,2,6,7,5,5,10,7,9,2,9,4,9,"G"
"17477",5,10,6,8,6,6,7,8,5,7,5,6,3,7,3,8,"N"
"17478",7,10,9,8,6,7,8,2,10,11,6,9,2,8,5,8,"E"
"17479",3,1,5,3,1,7,12,3,3,6,11,9,2,10,1,8,"V"
"17480",5,7,7,11,10,8,9,3,2,5,8,10,6,13,9,9,"Y"
"17481",5,10,4,5,3,8,7,4,2,8,8,10,3,9,7,13,"C"
"17482",4,6,4,8,3,5,12,9,4,7,2,9,3,7,6,11,"R"
"17483",2,3,3,1,1,7,9,2,5,13,6,5,1,9,2,8,"F"
"17484",5,11,6,8,6,7,8,7,3,10,8,8,4,7,5,10,"O"
"17485",3,8,4,6,4,5,7,9,6,7,6,5,3,8,3,9,"D"
"17486",4,7,5,5,4,6,7,6,4,6,5,8,3,7,6,10,"H"
"17487",4,9,4,4,3,7,8,4,3,9,8,10,3,9,8,11,"C"
"17488",2,3,3,2,1,8,12,2,2,5,10,9,2,11,0,8,"V"
"17489",2,0,2,1,0,7,7,6,5,7,6,8,2,8,3,8,"O"
"17490",3,4,5,3,2,7,7,1,8,10,6,8,2,8,3,8,"X"
"17491",8,10,12,8,9,10,6,2,5,9,5,7,8,7,2,8,"M"
"17492",1,4,3,2,1,6,4,1,7,8,2,11,0,7,2,9,"L"
"17493",4,7,6,5,3,8,7,2,9,11,5,8,2,8,5,10,"E"
"17494",4,8,6,6,2,8,5,8,8,7,4,9,3,8,4,8,"O"
"17495",3,3,4,5,2,7,7,4,13,9,6,8,0,8,8,8,"Z"
"17496",4,5,6,4,3,7,7,1,9,10,6,8,2,8,3,7,"X"
"17497",5,10,7,7,4,7,10,3,6,13,7,5,2,10,2,7,"F"
"17498",3,4,4,3,3,7,7,7,6,7,6,4,2,8,3,7,"D"
"17499",2,8,2,6,1,13,3,8,4,13,3,11,1,6,0,8,"J"
"17500",4,6,5,4,2,4,12,3,3,10,11,7,2,10,1,8,"V"
"17501",4,6,4,4,2,7,7,14,1,5,6,8,6,8,0,8,"N"
"17502",5,10,7,8,6,5,11,7,4,10,7,2,2,11,4,7,"P"
"17503",2,6,4,4,2,6,4,1,9,8,2,11,0,7,2,8,"L"
"17504",4,7,6,5,3,11,6,4,5,10,1,5,5,9,1,7,"N"
"17505",7,6,7,8,4,8,7,13,2,6,9,8,9,6,0,8,"M"
"17506",3,11,4,8,2,9,4,5,8,12,4,12,1,6,2,6,"J"
"17507",2,6,3,4,1,7,7,3,13,9,6,8,0,8,8,8,"Z"
"17508",6,9,5,7,3,3,11,3,4,10,12,8,2,10,1,8,"V"
"17509",3,2,4,3,2,7,7,3,9,6,6,8,3,8,6,7,"X"
"17510",4,10,6,8,5,8,6,9,6,8,6,11,4,9,4,8,"C"
"17511",6,5,8,4,7,9,8,5,4,7,6,7,9,8,5,3,"M"
"17512",2,2,3,4,2,8,7,5,9,6,6,8,1,8,7,8,"Z"
"17513",5,7,6,5,6,7,6,5,3,7,6,9,5,8,7,7,"G"
"17514",4,11,5,8,3,9,6,0,8,14,5,8,0,8,1,8,"I"
"17515",5,9,7,7,4,6,7,7,7,6,6,12,3,9,5,7,"G"
"17516",4,10,4,7,4,3,7,5,9,7,7,13,0,8,7,9,"E"
"17517",3,2,5,3,3,7,7,6,7,7,6,5,2,8,3,7,"D"
"17518",5,7,7,5,6,8,6,6,6,9,7,7,3,8,7,9,"B"
"17519",6,9,8,7,8,8,6,7,3,8,5,7,4,6,7,10,"R"
"17520",4,5,5,4,2,4,8,5,7,10,9,8,3,9,2,6,"U"
"17521",2,4,4,3,2,9,6,4,6,10,5,6,2,8,2,9,"D"
"17522",1,3,3,2,1,7,8,3,7,10,7,8,1,8,4,6,"S"
"17523",5,11,4,6,3,10,2,3,1,9,4,11,3,4,4,8,"A"
"17524",6,9,8,6,7,9,6,1,6,10,3,8,6,7,5,9,"K"
"17525",1,0,1,1,0,2,1,5,5,0,2,5,0,8,0,8,"L"
"17526",3,2,4,3,2,5,11,4,6,11,9,5,1,10,3,6,"F"
"17527",3,4,4,6,2,6,7,7,9,8,5,13,1,9,4,9,"C"
"17528",2,5,4,4,3,7,8,4,7,7,7,8,3,9,6,7,"T"
"17529",3,7,4,6,2,8,8,8,5,5,8,9,3,7,6,10,"Q"
"17530",3,2,4,3,4,8,6,6,4,7,7,8,7,6,2,7,"M"
"17531",11,14,11,8,6,9,11,6,4,4,6,9,11,12,3,7,"M"
"17532",3,4,4,3,2,4,7,5,7,10,8,13,1,9,3,8,"C"
"17533",3,5,4,4,3,7,7,7,4,9,5,7,2,8,3,7,"O"
"17534",5,10,7,8,7,8,8,4,5,7,6,7,7,7,6,9,"B"
"17535",5,8,5,6,2,7,4,14,6,7,14,8,3,9,0,8,"U"
"17536",4,7,6,5,4,7,5,8,5,8,5,11,3,8,4,8,"O"
"17537",4,6,6,5,4,7,5,5,4,8,4,7,3,7,4,8,"O"
"17538",5,10,6,7,4,5,7,7,10,7,6,11,2,8,5,11,"C"
"17539",6,10,9,7,7,4,8,2,7,10,10,11,4,7,4,6,"K"
"17540",3,2,4,4,3,7,7,5,8,7,5,9,2,8,6,10,"E"
"17541",3,7,4,5,2,3,7,5,6,9,8,14,1,8,3,9,"C"
"17542",3,6,5,4,6,9,7,4,4,6,6,8,7,8,6,7,"H"
"17543",4,9,6,6,2,6,4,3,1,6,1,8,3,7,2,7,"A"
"17544",4,7,4,4,2,5,10,8,3,7,4,8,3,7,6,11,"R"
"17545",3,6,4,4,4,7,7,5,8,7,7,9,3,8,6,9,"E"
"17546",6,9,7,7,5,7,8,3,7,10,7,8,2,8,5,6,"S"
"17547",2,7,3,5,3,3,8,5,9,7,6,13,0,8,6,9,"E"
"17548",5,9,8,8,9,7,7,5,4,7,6,8,7,9,9,6,"B"
"17549",7,12,7,7,3,7,7,5,3,13,9,10,3,10,3,8,"S"
"17550",2,5,4,4,2,7,8,2,9,11,7,7,1,8,5,7,"Z"
"17551",6,11,9,9,8,10,6,3,6,10,3,7,6,8,5,10,"H"
"17552",8,11,8,8,5,3,12,2,3,9,10,7,5,11,2,6,"V"
"17553",5,8,8,6,4,4,8,3,7,10,10,11,4,8,4,6,"K"
"17554",3,7,5,5,3,8,6,7,4,7,5,8,3,8,3,7,"O"
"17555",4,9,6,7,8,7,7,3,4,6,6,8,7,8,8,7,"K"
"17556",9,15,7,8,4,8,1,2,2,9,4,12,4,5,5,6,"A"
"17557",7,10,9,8,11,8,6,6,5,7,5,8,6,9,8,8,"M"
"17558",4,6,5,4,2,8,7,3,8,11,6,7,2,8,5,8,"S"
"17559",2,3,3,4,1,7,7,4,4,7,6,8,2,8,4,8,"X"
"17560",2,6,3,4,1,4,7,7,9,7,6,11,1,9,4,9,"C"
"17561",4,9,4,7,3,3,7,6,10,7,6,14,0,8,8,7,"E"
"17562",4,9,4,7,3,6,6,9,7,6,6,7,2,8,9,10,"B"
"17563",2,1,3,2,2,8,10,2,2,6,9,8,5,11,0,8,"W"
"17564",4,10,6,8,6,7,7,5,4,7,5,8,4,7,9,10,"K"
"17565",4,9,4,6,2,7,7,4,14,9,6,8,0,8,8,8,"Z"
"17566",6,10,6,8,4,4,9,7,7,13,10,8,2,10,2,7,"C"
"17567",3,4,6,6,2,7,5,3,1,7,0,8,2,7,2,8,"A"
"17568",2,3,4,2,2,5,9,1,6,10,8,9,3,8,2,8,"K"
"17569",4,7,6,5,4,7,10,2,6,13,6,4,0,10,3,9,"P"
"17570",5,9,7,7,8,6,7,3,6,7,7,11,4,10,8,7,"E"
"17571",6,12,6,7,3,5,11,4,3,10,8,5,4,11,2,8,"V"
"17572",4,8,5,6,3,7,9,4,1,7,13,8,2,10,0,8,"V"
"17573",3,9,4,7,2,7,6,6,10,5,7,10,0,9,9,8,"S"
"17574",4,10,5,8,4,7,7,5,8,5,6,9,0,8,8,8,"S"
"17575",4,8,7,6,3,8,6,1,8,10,4,8,3,8,3,8,"X"
"17576",3,4,4,6,2,3,7,8,3,7,6,11,4,8,2,11,"K"
"17577",1,4,2,3,1,7,8,0,7,13,6,8,0,8,1,7,"I"
"17578",3,4,3,5,2,4,11,8,3,10,6,4,1,10,3,8,"P"
"17579",3,7,4,5,2,8,4,1,7,9,3,9,1,6,2,9,"L"
"17580",3,8,5,6,6,7,7,3,5,6,7,10,6,11,6,6,"L"
"17581",5,10,5,6,4,7,10,2,5,11,6,5,4,10,7,7,"F"
"17582",2,1,2,1,1,6,9,8,3,7,5,7,2,7,4,10,"R"
"17583",4,4,6,3,3,8,7,3,6,10,6,8,3,8,3,8,"H"
"17584",2,3,2,1,2,7,8,5,5,7,5,6,1,8,5,9,"B"
"17585",2,4,3,5,3,7,8,5,1,7,8,10,2,9,4,8,"Q"
"17586",2,5,4,4,2,6,10,1,7,7,11,9,1,11,2,9,"Y"
"17587",4,7,6,6,6,6,8,5,5,8,6,8,6,9,8,7,"V"
"17588",4,8,4,5,2,7,8,15,1,7,5,8,3,8,0,8,"H"
"17589",1,9,0,6,0,7,7,4,4,7,6,8,0,8,0,8,"I"
"17590",2,3,2,2,2,7,9,6,3,7,6,8,4,8,1,7,"N"
"17591",1,0,2,1,1,7,7,11,1,5,6,8,4,8,0,8,"N"
"17592",4,9,6,6,3,4,9,7,7,10,11,9,3,9,1,8,"U"
"17593",4,7,5,5,2,7,3,14,6,7,13,8,3,9,0,8,"U"
"17594",2,3,3,1,1,6,12,3,4,13,7,3,1,9,1,7,"F"
"17595",1,1,2,2,1,10,6,3,5,12,4,10,1,7,1,7,"J"
"17596",6,11,8,9,6,10,3,1,7,10,2,10,3,6,4,10,"L"
"17597",3,4,3,6,2,3,14,8,2,12,7,3,0,10,4,8,"P"
"17598",11,11,10,6,4,6,11,2,3,7,10,6,8,12,1,7,"W"
"17599",9,10,13,9,15,8,7,5,5,7,6,8,12,10,10,4,"W"
"17600",2,4,4,3,2,6,10,3,4,12,5,3,1,10,2,8,"P"
